"EIA natural gas rates",,"EIA",,,,,,,,,,,"Broker portal — natural gas rates","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 583","MISSING_FIELDS",,
"NREL PVWatts API",,"NREL",,,,,,,,,,,"Broker portal — solar irradiance / solar potential","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 585","MISSING_FIELDS",,
"EPA Portfolio Manager (Energy Star)",,"EPA",,,,,,,,,,,"Broker portal — Energy Star building scores","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 587","MISSING_FIELDS",,
"OpenEI utility company territory lookup",,"OpenEI",,,,,,,,,,,"Broker portal — utility company territory lookup","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 589","MISSING_FIELDS",,
"Nationwide zoning lookup API",,,,,,,,,,,,,"Broker portal — nationwide zoning lookup by address/parcel","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 593","REVIEW","Generic ask without named source",
"NYC ZoLa",,"NYC",,,,,,,,,,,"Broker portal — NYC zoning map","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 597","MISSING_FIELDS",,
"LA ZIMAS",,"LA",,,,,,,,,,,"Broker portal — LA zoning map","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 597","MISSING_FIELDS",,
"Chicago Zoning Map",,"Chicago",,,,,,,,,,,"Broker portal — Chicago zoning map","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 597","MISSING_FIELDS",,
"Houston permitting data",,"Houston",,,,,,,,,,,"Broker portal — Houston permitting data","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 597","MISSING_FIELDS",,
"USDA land use classification",,"USDA",,,,,,,,,,,"Broker portal — land use classification","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 599","MISSING_FIELDS",,
"NLCD (National Land Cover Database)",,"USGS",,,,,,,,,,,"Broker portal — land use by coordinate","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 601","MISSING_FIELDS",,
"Bank of Israel exchange rates API",,"Bank of Israel",,,,,,,,,,,"Broker portal — USD/ILS official rate","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 605","MISSING_FIELDS",,
"Bank of Israel interest rate data API",,"Bank of Israel",,,,,,,,,,,"Broker portal — Bank of Israel interest rate","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 607","MISSING_FIELDS",,
"Israeli CBS APIs (housing, CPI, construction)",,"Israeli CBS",,,,,,,,,,,"Broker portal — Israeli housing, CPI, construction data","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 609","MISSING_FIELDS",,
"Tel Aviv Stock Exchange data APIs (TA-35, TA-125, Real Estate index)",,"TASE",,,,,,,,,,,"Broker portal — TASE indices","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 611","MISSING_FIELDS",,
"Israeli mortgage rate data",,,,,,,,,,,,,"Broker portal — Israeli mortgage rate data","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 613","REVIEW","Generic ask without named source",
"Israeli government open data portal",,"Israel",,,,,,,,,,,"Broker portal — Israeli government open data with real estate/economic APIs","Terminal_Research_Prompts_May2026.md","SEARCH 3 line 615","MISSING_FIELDS",,
"react scrolling ticker (react-fast-marquee, react-ticker)",,"npm",,,,,,,,,,,"Visual component — scrolling ticker bars","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 665","MISSING_FIELDS",,
"react-countup",,"npm",,,,,,,,,,,"Visual component — animated number counter","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 677","MISSING_FIELDS",,
"react-odometer",,"npm",,,,,,,,,,,"Visual component — animated number counter","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 677","MISSING_FIELDS",,
"react-spring",,"npm",,,,,,,,,,,"Visual component — spring physics animations","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 677","MISSING_FIELDS",,
"framer-motion",,"npm",,,,,,,,,,,"Visual component — number counter / micro-interactions","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 679","MISSING_FIELDS",,
"use-count-up",,"npm",,,,,,,,,,,"Visual component — count-up hook","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 679","MISSING_FIELDS",,
"lightweight-charts (TradingView)",,"TradingView",,,,,,,,,,,"Visual component — financial charts","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 687","MISSING_FIELDS",,
"react-sparklines",,"npm",,,,,,,,,,,"Visual component — sparklines","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 687","MISSING_FIELDS",,
"react-trend",,"npm",,,,,,,,,,,"Visual component — trend mini-chart","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 687","MISSING_FIELDS",,
"react-mini-chart",,"npm",,,,,,,,,,,"Visual component — mini chart","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 689","MISSING_FIELDS",,
"peity",,"npm",,,,,,,,,,,"Visual component — mini chart/sparkline","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 689","MISSING_FIELDS",,
"sparkline-svg",,"npm",,,,,,,,,,,"Visual component — SVG sparkline","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 689","MISSING_FIELDS",,
"Tremor.js",,"Tremor",,,,,,,,,,,"Visual component — sparkline support already installed","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 697","MISSING_FIELDS",,
"react-simple-maps",,"npm",,,,,,,,,,,"Visual component — US choropleth map","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 701","MISSING_FIELDS",,
"react-us-map",,"npm",,,,,,,,,,,"Visual component — US choropleth map","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 701","MISSING_FIELDS",,
"d3-geo react",,"npm",,,,,,,,,,,"Visual component — geo mapping","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 701","MISSING_FIELDS",,
"topojson react",,"npm",,,,,,,,,,,"Visual component — topojson mapping","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 701","MISSING_FIELDS",,
"react-usa-map",,"npm",,,,,,,,,,,"Visual component — USA map","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 703","MISSING_FIELDS",,
"datamaps react",,"npm",,,,,,,,,,,"Visual component — datamaps","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 703","MISSING_FIELDS",,
"Mapbox GL JS",,"Mapbox",,,,,,,,,,,"Visual component — choropleth without tiles","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 709","MISSING_FIELDS",,
"MapLibre GL JS",,"MapLibre",,,,,,,,,,,"Visual component — choropleth boundaries","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 709","MISSING_FIELDS",,
"react-gauge-component",,"npm",,,,,,,,,,,"Visual component — gauge/radial meter","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 713","MISSING_FIELDS",,
"react-d3-speedometer",,"npm",,,,,,,,,,,"Visual component — speedometer gauge","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 713","MISSING_FIELDS",,
"react-circular-progressbar",,"npm",,,,,,,,,,,"Visual component — circular progressbar","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 713","MISSING_FIELDS",,
"react-minimal-gauge",,"npm",,,,,,,,,,,"Visual component — minimal gauge","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 715","MISSING_FIELDS",,
"react-globe.gl",,"npm",,,,,,,,,,,"Visual component — animated 3D globe","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 723","MISSING_FIELDS",,
"globe.gl",,"npm",,,,,,,,,,,"Visual component — globe","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 723","MISSING_FIELDS",,
"three-globe",,"npm",,,,,,,,,,,"Visual component — three.js globe","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 723","MISSING_FIELDS",,
"cobe",,"npm",,,,,,,,,,,"Visual component — tiny globe used by Vercel","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 723","MISSING_FIELDS",,
"cesium react",,"npm",,,,,,,,,,,"Visual component — Cesium 3D mapping","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 725","MISSING_FIELDS",,
"mapbox-gl globe",,"Mapbox",,,,,,,,,,,"Visual component — Mapbox globe","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 725","MISSING_FIELDS",,
"react-activity-feed",,"npm",,,,,,,,,,,"Visual component — activity feed","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 735","MISSING_FIELDS",,
"react-timeline",,"npm",,,,,,,,,,,"Visual component — timeline","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 735","MISSING_FIELDS",,
"react-event-timeline",,"npm",,,,,,,,,,,"Visual component — event timeline","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 735","MISSING_FIELDS",,
"react-chat-ui",,"npm",,,,,,,,,,,"Visual component — chat UI base for feed rendering","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 737","MISSING_FIELDS",,
"meshgradient.com",,"meshgradient",,"meshgradient.com",,,,,,,,,"Visual component — ambient mesh gradient backgrounds","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 745","OK",,
"react-particles (tsparticles)",,"tsparticles",,,,,,,,,,,"Visual component — particle effects","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 745","MISSING_FIELDS",,
"vanta.js",,"vanta",,,,,,,,,,,"Visual component — animated WebGL backgrounds","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 745","MISSING_FIELDS",,
"react-three-fiber",,"npm",,,,,,,,,,,"Visual component — 3D backgrounds","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 745","MISSING_FIELDS",,
"shader-gradient",,"npm",,,,,,,,,,,"Visual component — shader gradients","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 747","MISSING_FIELDS",,
"granim.js",,"granim",,,,,,,,,,,"Visual component — animated gradients","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 747","MISSING_FIELDS",,
"react-loading-skeleton",,"npm",,,,,,,,,,,"Visual component — skeleton loaders","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 757","MISSING_FIELDS",,
"react-content-loader",,"npm",,,,,,,,,,,"Visual component — content loader skeleton","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 757","MISSING_FIELDS",,
"react-placeholder",,"npm",,,,,,,,,,,"Visual component — placeholder loader","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 757","MISSING_FIELDS",,
"auto-animate",,"npm",,,,,,,,,,,"Visual component — auto-animate micro-interactions","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 765","MISSING_FIELDS",,
"motion (standalone from Framer)",,"Framer",,,,,,,,,,,"Visual component — motion library","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 767","MISSING_FIELDS",,
"@formkit/auto-animate",,"FormKit",,,,,,,,,,,"Visual component — formkit auto-animate","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 767","MISSING_FIELDS",,
"howler.js",,"howler",,,,,,,,,,,"Visual component — sound design ticker tick","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 777","MISSING_FIELDS",,
"tone.js",,"tone",,,,,,,,,,,"Visual component — sound design synthesis","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 777","MISSING_FIELDS",,
"use-sound react hook",,"npm",,,,,,,,,,,"Visual component — sound hook for ticker updates","Terminal_Research_Prompts_May2026.md","SEARCH 4 line 777","MISSING_FIELDS",,
"RapidAPI.com",,"RapidAPI",,"RapidAPI.com",,,,,,,,,"Deep corner — CRE/property/vacancy/cap rate API marketplace","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 811","OK",,
"APILayer.com",,"APILayer",,"APILayer.com",,,,,,,,,"Deep corner — real estate / property / housing APIs","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 815","OK",,
"API Ninjas",,"API Ninjas",,,,,,,,,,,"Deep corner — real estate / property / housing APIs","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 817","MISSING_FIELDS",,
"ProgrammableWeb.com",,"ProgrammableWeb",,"ProgrammableWeb.com",,,,,,,,,"Deep corner — commercial real estate APIs catalog","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 819","OK",,
"GitHub CRE data repos",,"GitHub",,,,,,,,,,,"Deep corner — open-source CRE aggregators/scrapers (50+ stars)","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 825","MISSING_FIELDS",,
"awesome-real-estate-data",,"GitHub",,,,,,,,,,,"Deep corner — curated list of real estate data","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 833","MISSING_FIELDS",,
"awesome-commercial-real-estate",,"GitHub",,,,,,,,,,,"Deep corner — curated list of CRE data APIs","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 833","MISSING_FIELDS",,
"MIT Center for Real Estate data",,"MIT",,,,,,,,,,,"Deep corner — academic CRE data","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 839","MISSING_FIELDS",,
"Wharton real estate data",,"Wharton",,,,,,,,,,,"Deep corner — academic CRE data","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 839","MISSING_FIELDS",,
"NYU Furman Center data",,"NYU Furman Center",,,,,,,,,,,"Deep corner — academic CRE data","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 841","MISSING_FIELDS",,
"Lincoln Institute of Land Policy data",,"Lincoln Institute",,,,,,,,,,,"Deep corner — academic CRE data","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 841","MISSING_FIELDS",,
"NCREIF data access",,"NCREIF",,,,,,,,,,,"Deep corner — NCREIF CRE data access","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 843","MISSING_FIELDS",,
"Urban Institute housing data",,"Urban Institute",,,,,,,,,,,"Deep corner — Urban Institute housing data","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 843","MISSING_FIELDS",,
"Brookings real estate",,"Brookings",,,,,,,,,,,"Deep corner — Brookings real estate data","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 843","MISSING_FIELDS",,
"BIS (Bank for International Settlements) cross-border real estate investment data",,"BIS",,,,,,,,,,,"Deep corner — international capital flows into US CRE","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 851","MISSING_FIELDS",,
"IMF capital flow data",,"IMF",,,,,,,,,,,"Deep corner — IMF capital flow data","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 853","MISSING_FIELDS",,
"UNCTAD FDI data",,"UNCTAD",,,,,,,,,,,"Deep corner — UNCTAD FDI data by sector (real estate breakout?)","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 855","MISSING_FIELDS",,
"Treasury International Capital (TIC) data",,"US Treasury",,,,,,,,,,,"Deep corner — TIC data on foreign buying of US real estate","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 857","MISSING_FIELDS",,
"CFIUS annual report data",,"CFIUS",,,,,,,,,,,"Deep corner — foreign investment reviews in US real estate","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 859","MISSING_FIELDS",,
"FIRPTA data",,"US Treasury",,,,,,,,,,,"Deep corner — withholding on foreign investment in US real property","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 861","MISSING_FIELDS",,
"Association of Foreign Investors in Real Estate (AFIRE) survey data",,"AFIRE",,,,,,,,,,,"Deep corner — AFIRE survey data","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 863","MISSING_FIELDS",,
"Bank of Israel API",,"Bank of Israel",,"boi.org.il/en/Pages/Default.aspx",,,,,,,,,"Deep corner — Israeli investor data BOI REST APIs","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 869","OK",,
"Israeli CBS API",,"Israeli CBS",,"cbs.gov.il",,,,,,,,,"Deep corner — Israeli CBS programmatic data access","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 873","OK",,
"Tel Aviv Stock Exchange API",,"TASE",,"tase.co.il",,,,,,,,,"Deep corner — TASE free data endpoints","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 877","OK",,
"Israeli Ministry of Finance API",,"Israeli Ministry of Finance",,,,,,,,,,,"Deep corner — Israeli government bond yields, budget data","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 879","MISSING_FIELDS",,
"Israeli Land Authority (Minhal) data",,"Israeli Land Authority",,,,,,,,,,,"Deep corner — Israeli land transactions","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 881","MISSING_FIELDS",,
"Madlan.co.il",,"Madlan",,"Madlan.co.il",,,,,,,,,"Deep corner — Israel Zillow equivalent","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 883","OK",,
"Yad2.co.il real estate data",,"Yad2",,"Yad2.co.il",,,,,,,,,"Deep corner — Yad2 real estate API/scraping","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 885","OK",,
"Israel Innovation Authority data",,"Israel Innovation Authority",,,,,,,,,,,"Deep corner — Israel Innovation Authority data","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 887","MISSING_FIELDS",,
"Globes financial data feeds",,"Globes",,,,,,,,,,,"Deep corner — Globes structured API","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 889","MISSING_FIELDS",,
"Calcalist financial data feeds",,"Calcalist",,,,,,,,,,,"Deep corner — Calcalist structured API","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 889","MISSING_FIELDS",,
"Israeli pension fund allocation data (Gemel)",,"Israeli pension",,,,,,,,,,,"Deep corner — Israeli institutional capital flowing into US real estate","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 891","MISSING_FIELDS",,
"GDELT Project",,"GDELT",,,,,,,,,,,"Deep corner — news filtering by CRE topic","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 897","MISSING_FIELDS",,
"Federal Register API",,"Federal Register",,,,,,,,,,,"Deep corner — new CRE-affecting regulations (SEC, HUD, FDIC, OCC)","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 901","MISSING_FIELDS",,
"FOMC meeting calendar",,"Federal Reserve",,,,,,,,,,,"Deep corner — upcoming Fed meeting dates structured API","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 905","MISSING_FIELDS",,
"Congressional hearing calendar",,"US Congress",,,,,,,,,,,"Deep corner — when CRE legislation is on the docket","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 907","MISSING_FIELDS",,
"SEC EDGAR (Form D filings for real estate offerings)",,"SEC",,,,,,,,,,,"Deep corner — recent Form D filings for real estate offerings","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 909","MISSING_FIELDS",,
"Google Trends API",,"Google",,,,,,,,,,,"Deep corner — sentiment indicator for office vacancy / CRE crash queries","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 911","MISSING_FIELDS",,
"FEMA National Flood Insurance Program (NFIP) claims by ZIP",,"FEMA",,,,,,,,,,,"Deep corner — NFIP claims by ZIP","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 917","MISSING_FIELDS",,
"State insurance rate filings (Florida, California, Texas)",,"State insurance regulators",,,,,,,,,,,"Deep corner — state insurance rate filings API","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 919","MISSING_FIELDS",,
"NOAA climate normals by station",,"NOAA",,,,,,,,,,,"Deep corner — 30-year climate normals","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 921","MISSING_FIELDS",,
"First Street Foundation",,"First Street Foundation",,,,,,,,,,,"Deep corner — climate risk free tier or limited API","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 923","MISSING_FIELDS",,
"USDA Plant Hardiness Zone Map",,"USDA",,,,,,,,,,,"Deep corner — climate zone by coordinate","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 925","MISSING_FIELDS",,
"National Interagency Fire Center (NIFC) wildfire data",,"NIFC",,,,,,,,,,,"Deep corner — wildfire data API","Terminal_Research_Prompts_May2026.md","SEARCH 5 line 927","MISSING_FIELDS",,
