source_name,type,provider,category,endpoint_url,auth,price_tier,update_freq,granularity,fields_returned,cors,rate_limit,integration_path,cre_use,source_file,source_locator,status_flag,provenance_files,occurrence_count
Reonomy (direct),UNKNOWN,,zoning_parcel,reonomy.com,,$299+/mo (annual contract)[^38]; enterprise tiers,,,"54M+ commercial properties, LLC ownership piercing, transaction history, verified owner contacts[^39]",,,UNKNOWN,"What It Does: Ownership resolution, LLC entity piercing, Likelihood to Sell score. 54M+ commercial parcels. Now Altus Group. | Key Features: \- LLC and entity ownership piercing \- Predictive Likelihood to Sell scoring \- 54M+ commercial property records \- Owner contact information (phone, email) \- Mortgage and lien data \- Tenant and lease data (select markets) \- AI-powered property matching and alerts \- Portfolio analysis and export",CRE Intelligence Terminal  Complete API Data Map (May 2026).md; Terminal_Master_Tool_Intelligence_Inventory.md; Terminal_Master_Tool_Inventory (2).md,CRE Intelligence Terminal  Complete API Data Map (May 2026).md@line 99 || CRE Intelligence Terminal  Complete API Data Map (May 2026).md@line 150 || Terminal_Master_Tool_Intelligence_Inventory.md@line 76 || Terminal_Master_Tool_Inventory (2).md@line 162: 2\. Reonomy,REVIEW,CRE Intelligence Terminal  Complete API Data Map (May 2026).md; Terminal_Master_Tool_Intelligence_Inventory.md; Terminal_Master_Tool_Inventory (2).md,4
Trepp / TreppWeb Services,UNKNOWN,,economic,trepp.com/trepp-web-services,,Enterprise pricing; no public tiers[^43],,,"CMBS deal library, loan-level analytics, cashflow projections, delinquency data[^44]",,,UNKNOWN,CMBS delinquency rate tile[^44] | Free/mo: None[^43] | CRE Data Y/N: Y (CMBS),CRE Intelligence Terminal  Complete API Data Map (May 2026).md,CRE Intelligence Terminal  Complete API Data Map (May 2026).md@line 101 || CRE Intelligence Terminal  Complete API Data Map (May 2026).md@line 193,REVIEW,CRE Intelligence Terminal  Complete API Data Map (May 2026).md,2
Regrid (Parcel API),UNKNOWN,,energy,https://regrid.com/api,API key (trial: no CC required),"$500–$2,000/mo (API subscription)[^50]; $0.10/record (Standard) or $0.15 (Premium)[^51]",,Parcel-level nationwide (146M+ parcels),"JSON REST API | Fields: Parcel boundary, APN, owner, land use code, zoning, building SF, year built, assessed value, address",,Trial: unspecified; paid plans tiered,BUILD_RAW_API,"Parcel Intelligence / Entitlement Layer | Notes: Best free trial for parcel boundary + zoning lookup. Post-trial pricing: $500–$2,000/mo depending on fields and call volume. [^89][^90][^91][^92][^93]",CRE Intelligence Terminal  Complete API Data Map (May 2026).md; US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md,CRE Intelligence Terminal  Complete API Data Map (May 2026).md@line 104 || CRE Intelligence Terminal  Complete API Data Map (May 2026).md@line 138 || US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md@line 131,REVIEW,CRE Intelligence Terminal  Complete API Data Map (May 2026).md; US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md,3
FEMA NFHL (National Flood Hazard Layer),UNKNOWN,,hazard_environmental,https://hazards.fema.gov/arcgis/rest/services/public/NFHL/MapServer,No[^31],Fully free[^37][^38][^39],Updated with FIRM revisions,Parcel / Flood Zone / Floodway,"ArcGIS REST / WMS / WFS | Specific Fields Returned: Flood zone designation (A, AE, X, etc.), BFE, SFHA, LOMA/LOMR history, effective FIRM date[^32]",,,BUILD_RAW_API,Flood Risk Overlay Tile | Cross-Verifiable With: Parcel centroid from Regrid; USGS elevation | Notes / Gotchas: WFS endpoint: https://hazards.fema.gov/arcgis/services/public/NFHL/MapServer/WFSServer; WMS: https://hazards.fema.gov/arcgis/rest/services/public/NFHLWMS/MapServer/WMSServer[^31]. Most critical free layer for coastal MSA risk scoring.,"CRE Intelligence Terminal  Complete API Data Map (May 2026).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md","CRE Intelligence Terminal  Complete API Data Map (May 2026).md@line 115 || US CRE Intelligence Terminal  Complete Free Data Source Catalog.md@line 40 || US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md@line 30",REVIEW,"CRE Intelligence Terminal  Complete API Data Map (May 2026).md; US CRE Intelligence Terminal  Complete Free Data Source Catalog.md; US Zoning, Entitlement & Parcel Data  Free Freemium Source Map for CRE Intelligence Terminals.md",3
HUD Opportunity Zones Layer,UNKNOWN,,housing_re,https://www.hud.gov/opportunity-zones,None,Free,Ongoing,Census tract; state,"HTML; links to GIS/state portals | Specific Fields: OZ map link, state-level OZ resources, federal program links, White House Opportunity & Revitalization Council actions[^12]",,,BUILD_RAW_API,OZ Intelligence Hub | #: 6 | Cross-Verifiable With: HUD GIS layer (#5); CDFI CIMS (#10) | Notes / Gotchas: Aggregates federal tools and state OZ websites. Good for political context. Not machine-readable.,CRE Intelligence Terminal  Complete API Data Map (May 2026).md; US Economic Development Incentives  Free & Freemium Data Source Map.md,CRE Intelligence Terminal  Complete API Data Map (May 2026).md@line 121 || CRE Intelligence Terminal  Complete API Data Map (May 2026).md@line 179 || US Economic Development Incentives  Free & Freemium Data Source Map.md@line 33,REVIEW,CRE Intelligence Terminal  Complete API Data Map (May 2026).md; US Economic Development Incentives  Free & Freemium Data Source Map.md,3
Reuters (no native feed since June 2020)[^45],RSS_FEED,Reuters (via Google News),infrastructure,https://news.google.com/rss/search?q=commercial+real+estate+CMBS+site:reuters.com&hl=en-US&gl=US&ceid=US:en,None for proxy,No RSS — Manual PDF drop only at cbre.com/insights; workaround: Kill The Newsletter (subscribe to CBRE Insights email) or Google News https://news.google.com/rss/search?q=CBRE+research+insights&hl=en-US&gl=US&ceid=US:en,"Irregular (quarterly reports, weekly market snapshots)",,RSS 2.0 (Google News proxy),,,BUILD_RAW_API,GNews CRE | English: Yes | License Note: Google ToS: automated commercial redistribution requires review; personal/internal use common,"CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md","CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md@line 16 || CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md@line 17 || CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md@line 29 || CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md@line 43 || CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md@line 45 || CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md@line 144 || CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md@line 152 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 9 / Lines 558-562",REVIEW,"CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md",8
Marcus & Millichap — Research & Reports,RSS_FEED,,news_sentiment,https://www.marcusmillichap.com/research,None (email for some),No RSS — Manual PDF drops; workaround: Inoreader web scraper rule on https://www.marcusmillichap.com/research or email subscription → Kill The Newsletter,Quarterly + special reports,National + MSA + submarkets,"PDF | Fields / What's Free: Cap rates, vacancy, absorption, construction pipeline by asset class",,,BUILD_RAW_API,"Property Types: Multifamily, Office, Retail, Industrial, Self-Storage, Hotels | Cadence & Lag: Quarterly + annual investment forecast | Notes: Free; Investment Research includes cap rate by subtype; single-tenant retail reports[^68][^69]","CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md; Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md; US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md","CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md@line 46 || Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 184 || Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 343 || Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 361 || US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md@line 113",REVIEW,"CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md; Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md; US Commercial Construction Pipeline & Cost Data  Bloomberg-Terminal Source Map.md",5
"Office REIT Quarterly Supplementals (Boston Properties BXP, Vornado VNO, SL Green SLG, Kilroy KRC, Cousins CUZ, Highwoods HIW, Brandywine BDN, Piedmont PDM)",BULK_DOWNLOAD,SEC,capital_markets,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&type=8-K&dateb=&owner=include&count=40&search_text=&SIC=6552&output=atom,None (EDGAR public),Free — SEC EDGAR[^22],Real-time (updated continuously),All registered RIAs including foreign-domiciled RE managers,"HTML / XBRL | Specific Fields Available (Free): Systemwide RevPAR %, ADR %, occupancy %; NA Full Service, NA Select Service; international; luxury vs full service vs select",,10 req/sec,BUILD_RAW_API,"Chain Scale Benchmark tile | #: 21 | Cross-Verifiable With: Hilton 10-Q, IHG Annual, CoStar | Notes / Gotchas: Marriott discloses RevPAR by segment (luxury, premium, select) in quarterly earnings tables. Cross-reference with Hilton (HLT), Hyatt (H), IHG (annual + interim), Choice Hotels (CHH), Wyndham (WH). Combined these 5 franchisors cover ~85% of US branded hotel inventory.[^68]","CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md; Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; Global Institutional Capital Flows Into US CRE  Free & Freemium Data Source Map (2024–2026).md; healthcare-cre-datasources.md; US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md","CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md@line 61 || CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md@line 62 || CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md@line 63 || CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md@line 64 || Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md@line 59 || Global Institutional Capital Flows Into US CRE  Free & Freemium Data Source Map (2024–2026).md@line 89 || healthcare-cre-datasources.md@line 19 || US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 31 || US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 52 || US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 72 || US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 86 || US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md@line 37 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 4 / Lines 397-400",REVIEW,"CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md; Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; Global Institutional Capital Flows Into US CRE  Free & Freemium Data Source Map (2024–2026).md; healthcare-cre-datasources.md; US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md",13
"SEC EDGAR — Form 20-F (Annual Reports, Foreign Private Issuers)",SCRAPE_TARGET,SEC,capital_markets,"https://efts.sec.gov/LATEST/search-index?q=%22CMBS%22+%22commercial+real+estate%22&dateRange=custom&startdt=2024-01-01&enddt=2026-12-31&forms=10-K,10-Q,8-K&hits.hits._source=period_of_report,entity_name,file_date,form_type,biz_location",No (User-Agent header required),Free,Near real-time (within 15 days of first sale)[^138],"All US private funds raising capital under Reg D; filter by ""Pooled Investment Fund"" + ""Real Estate""","XML, JSON via EDGAR API | Specific Fields Returned: Issuer name + address, offering size, investor count, industry group, named officers/directors, exemption type[^138]",,10 req/sec,BUILD_RAW_API,"REIT / Franchisor Comp table | #: 32 | Cross-Verifiable With: CoStar/STR weekly for benchmark | Notes / Gotchas: Key Hotel REIT CIKs: Host Hotels & Resorts = 1061937; Park Hotels = 1617063; Apple Hospitality = 1418121; RLJ Lodging = 1511808; Pebblebrook = 1474098; Summit = 1497645; Sunstone = 1295810; DiamondRock = 1299922; Xenia = 1616000; Chesapeake Lodging (acquired by Park). Franchisors: Marriott = MAR, Hilton = HLT, Hyatt = H, IHG (UK-listed, uses 20-F), Choice = CHH, Wyndham = WH, Accor (Paris-listed).[^94][^65][^66][^67]","CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md; Free & Freemium Data Sources for Tracking Israeli Institutional Capital in US Real Estate.md; Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; Global Institutional Capital Flows Into US CRE  Free & Freemium Data Source Map (2024–2026).md; US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md; US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md","CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md@line 65 || Free & Freemium Data Sources for Tracking Israeli Institutional Capital in US Real Estate.md@line 79: SEC EDGAR — Form 20-F (Annual Reports, Foreign Private Issuers) || Free & Freemium Data Sources for Tracking Israeli Institutional Capital in US Real Estate.md@line 264: SEC EDGAR — Full Text Search (EFTS) || Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md@line 56 || Global Institutional Capital Flows Into US CRE  Free & Freemium Data Source Map (2024–2026).md@line 88 || US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md@line 19 || US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md@line 48 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 4 / Lines 374-378 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 4 / Lines 380-383 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 4 / Lines 385-388 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 4 / Lines 392-395 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Master Reference Table / Line 619",REVIEW,"CRE Intelligence Terminal  Complete RSS, API & Regulatory Feed Directory.md; Free & Freemium Data Sources for Tracking Israeli Institutional Capital in US Real Estate.md; Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; Global Institutional Capital Flows Into US CRE  Free & Freemium Data Source Map (2024–2026).md; US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md; US Hospitality & Travel Demand  Free Freemium Data Source Map for CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md",12
SOFR — Secured Overnight Financing Rate,RAW_API,NY Fed,capital_markets,https://markets.newyorkfed.org/api/rates/secured/sofr/last/1.json,No key,,Daily (~8:00 AM ET next business day),,JSON,YES — access-control-allow-origin: * confirmed live,None published; stay ≤1 req/min as courtesy,BUILD_RAW_API,NAME: NY Fed SOFR | FIELD: refRates.percentRate | ILS NOTE: SOFR is the USD benchmark replacing LIBOR; sets cost of USD-denominated CRE debt used by Israeli investors acquiring US assets,CRE Investment Platform Financial Ticker API Reference Guide.md; Terminal_Research_Prompts_May2026.md,CRE Investment Platform Financial Ticker API Reference Guide.md@line 28: A1. SOFR — Secured Overnight Financing Rate || Terminal_Research_Prompts_May2026.md@SEARCH 1 line 65,REVIEW,CRE Investment Platform Financial Ticker API Reference Guide.md; Terminal_Research_Prompts_May2026.md,2
VIX (CBOE Volatility Index),RAW_API,,macro_indicator,https://query1.finance.yahoo.com/v8/finance/chart/%5EVIX?interval=1d&range=1d,None (MUST send User-Agent header or receive 429),,Real-time during market hours,,JSON,NO — vary: Origin + x-frame-options: SAMEORIGIN — REQUIRES server-side proxy,Undocumented; cache server-side at 60s; aggressive polling triggers 429,BUILD_RAW_API,NAME: Yahoo Finance Chart API — VIX | FIELD: chart.result.meta.regularMarketPrice → 16.59 (confirmed live today) | ILS NOTE: VIX >25 triggers risk-off capital flows from EM/small markets; ILS historically weakens as VIX spikes — direct signal for Israeli investors' USD portfolio mark-to-market,CRE Investment Platform Financial Ticker API Reference Guide.md; RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md,CRE Investment Platform Financial Ticker API Reference Guide.md@line 219: A7. VIX (CBOE Volatility Index) || RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md@line 129,REVIEW,CRE Investment Platform Financial Ticker API Reference Guide.md; RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md,2
DXY (ICE US Dollar Index) — Yahoo Finance,RAW_API,,capital_markets,https://query1.finance.yahoo.com/v8/finance/chart/DX-Y.NYB?interval=1d&range=1d,None (requires User-Agent header),,Real-time (delayed),,JSON,NO — requires server-side proxy,Same as VIX — cache at 60s,BUILD_RAW_API,"NAME: Yahoo Finance Chart API — DXY | FIELD: chart.result.meta.regularMarketPrice | ILS NOTE: DXY inversely correlates with emerging market currencies including ILS; a rising DXY typically weakens the shekel, affecting the USD cost basis for Israeli buyers acquiring US CRE",CRE Investment Platform Financial Ticker API Reference Guide.md; RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md,CRE Investment Platform Financial Ticker API Reference Guide.md@line 236: A8. DXY (US Dollar Index) || RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md@line 143,REVIEW,CRE Investment Platform Financial Ticker API Reference Guide.md; RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md,2
BoI Representative Rate — XML all CCY,RAW_API,,infrastructure,https://www.boi.org.il/PublicApi/GetExchangeRates?asXml=true,None,Unlimited[^14],"Daily (~3:30 PM Israel time, ~8:30 AM ET)",,JSON | FORMAT: JSON (SDMX-JSON format — nested structure) | FORMAT: JSON,UNKNOWN — no access-control-allow-origin header observed; x-frame-options: SameOrigin present. Route through server-side proxy.,None published,BUILD_RAW_API,"NAME: Bank of Israel PublicAPI — Exchange Rates | FIELD: Filter exchangeRates array for ""key"": ""USD"" → | ILS NOTE: This is the OFFICIAL Bank of Israel representative rate — the legal reference rate for all Israeli financial reporting, tax purposes, and fund NAV calculations. Israeli investors expect this specific rate, not interbank mid-market. | NAME: BOI SDMX Edge Server | ENDPOINT: https://edge.boi.org.il/FusionEdgeServer/sdmx/v2/data/dataflow/BOI.STATISTICS/EXR/1.0/RER_USD_ILS?lastNObservations=1&format=sdmx-json | AUTH: None | FIELD: data.dataSets.series[""0:0:0:0:0:0""].observations[""0""] → ""2.907"" (confirmed) | UPDATE: Daily | CORS: UNKNOWN — use proxy | RATE LIMIT: None published | NAME: ExchangeRate-API Free Tier | ENDPOINT: https://open.er-api.com/v6/latest/USD | AUTH: None | FIELD: rates.ILS → 2.8997 (confirmed live today) | UPDATE: Daily (~midnight UTC) | CORS: YES — access-control-allow-origin: * confirmed | RATE LIMIT: Not formally published; treat as ≤1 req/min | ILS NOTE: ⚠️ Interbank mid-market rate ONLY — differs from BOI official rate by 0.5–1.0%. Acceptable for non-reporting display but NOT for Israeli financial compliance contexts.",CRE Investment Platform Financial Ticker API Reference Guide.md; Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md; RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md,CRE Investment Platform Financial Ticker API Reference Guide.md@line 256: B9. USD/ILS Exchange Rate || Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md@line 17 || RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md@line 30,REVIEW,CRE Investment Platform Financial Ticker API Reference Guide.md; Israeli Financial Data Engine — Source Reference for US CRE Intelligence Terminal.md; RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md,3
Bitcoin and Total Crypto Market Cap,RAW_API,CoinGecko,macro_indicator,https://api.coingecko.com/api/v3/simple/price?ids=bitcoin&vs_currencies=usd,"None — fully free, no key required","30 calls/min, 10,000 calls/month (with free demo key)[^15]",~Every 1 minute on CoinGecko's index,,"JSON | FIELDS: bitcoin.usd → $77,611 (confirmed live today)",YES — access-control-allow-origin: * confirmed live,Free tier: ~30 calls/minute (community consensus; CoinGecko does not publish formally),BUILD_RAW_API,"NAME: CoinGecko Public API | BITCOIN: https://api.coingecko.com/api/v3/simple/price?ids=bitcoin&vs_currencies=usd | GLOBAL: https://api.coingecko.com/api/v3/global | ILS NOTE: Total crypto market cap in ILS is natively returned in the /global response (data.total_market_cap.ils), which is unique among free data sources — no conversion needed for your Israeli investor display",CRE Investment Platform Financial Ticker API Reference Guide.md; RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md; Terminal_Research_Prompts_May2026.md,CRE Investment Platform Financial Ticker API Reference Guide.md@line 531: C21. Bitcoin and Total Crypto Market Cap || RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md@line 31 || RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md@line 154 || Terminal_Research_Prompts_May2026.md@SEARCH 1 line 167,REVIEW,CRE Investment Platform Financial Ticker API Reference Guide.md; RePrime Terminal — Global Capital Context Bridge Layer  Free API Source Book.md; Terminal_Research_Prompts_May2026.md,4
LoopNet (CoStar) — Free Tier,SCRAPE_TARGET,CoStar Group,infrastructure,https://www.loopnet.com/,,Free tier (basic listings); premium CoStar required for full comp data,,,commercial real estate listings for sale and lease,,,BUILD_RAW_API,"What it provides: Free access to commercial listings, basic sale comparables, and some ownership information.[^50][^51] | Limitation for Israeli tracking: Does not tag buyers by nationality. To use effectively, you must already know the entity name (from MAGNA or EDGAR) and search the buyer/owner field. | Actionability: Medium. Secondary verification tool once you have entity names.",Free & Freemium Data Sources for Tracking Israeli Institutional Capital in US Real Estate.md; CRE Data Acquisition Cost Model.md,Free & Freemium Data Sources for Tracking Israeli Institutional Capital in US Real Estate.md@line 279: LoopNet (CoStar) — Free Tier || CRE Data Acquisition Cost Model.md@Section 2 line 35; Works cited #6 line 245,REVIEW,Free & Freemium Data Sources for Tracking Israeli Institutional Capital in US Real Estate.md; CRE Data Acquisition Cost Model.md,2
Trepp Blog — Monthly CMBS Delinquency,RSS_FEED,,infrastructure,https://www.trepp.com/trepptalk,None (blog); email registration for PDF,Freemium (blog = free; platform = paid),Monthly (report) + weekly (blog)[^19][^20],National,"HTML / inline tables | Specific Fields Returned: Overall CMBS delinquency rate, 30/60/90+ day buckets, special servicing rate, property type breakdown (office/retail/hotel/multifamily/industrial), month-over-month change[^26][^27][^28]",,,BUILD_RAW_API,"CMBS Watchlist Ticker | Cross-Verifiable With: KBRA, CRED iQ | Notes: Trepp CMBS delinquency was 7.29% in August 2025, up for the sixth consecutive month[^19]. Free blog posts name specific distressed properties. Monthly PDF requires email registration (not paid). True loan-level special-servicing transfer data is behind TreppWire Pro ($5K–$20K/yr). RSS at https://www.trepp.com/feed.",Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md; Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md,Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 199 || Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 321 || Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md@line 28 || US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md@line 31,REVIEW,Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md; Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md,4
CRED iQ Monthly CMBS Distress Reports,RSS_FEED,,capital_markets,https://cred-iq.com/blog/,None for free articles,Freemium (reports free; platform = paid),Monthly[^17][^18],National,"HTML / press release | Specific Fields Returned: Composite distress rate (30+ days DQ + specially serviced), property type drill-down, MSA-level distress for top 50 markets, conduit vs SASB split[^29][^30][^31]",,,BUILD_RAW_API,"CMBS Watchlist Ticker | Cross-Verifiable With: KBRA, Trepp | Notes: CRED iQ distress rate (delinquent + specially serviced) was 10.8% in June 2025[^17], 11.28% in September 2025[^18]. Monthly blog posts are free. Paid platform has loan-level special servicing transfers. RSS: https://cred-iq.com/feed/. For the terminal, RSS poll daily and surface any distress rate move >50bps as a live alert.",Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md; Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md,Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 201 || Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 308 || Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 318 || Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 328 || Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 341 || Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 353 || Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 359 || Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md@line 27 || US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md@line 32,REVIEW,Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md; Free & Freemium US Tenant Distress + CMBS Loan Watchlist Data Source Map.md; US CRE Capital Markets & CMBS Free Data Source Map — Terminal Intelligence Stack.md,9
Zillow Research Data (ZHVI and ZORI),SCRAPE_TARGET,Zillow,housing_re,https://www.zillow.com/research/data/,Free CSV,Free/trial,Monthly (data updated on the 16th of each month)[^17],"National, state, MSA/metro, county, ZIP code, neighborhood[^16]",Observed rent index by unit type and market | Format: CSV,,,BUILD_RAW_API,"PROPERTY TYPES: Residential ONLY — single-family homes and multifamily rentals. No commercial (office/retail/industrial) data[^17][^16]. | FREE: Yes — explicitly free for public use, analysts, and media[^16] | VISUAL USE: ZORI = multifamily rent trend line chart by MSA or ZIP. ZHVI = residential home value heatmap. Both are excellent leading indicators for multifamily demand in a CRE dashboard. | Note on commercial rent: Zillow publishes",Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md; Free & Low-Cost CRE Market Intelligence Data Sources.md; Terminal_Master_Tool_Intelligence_Inventory.md; Terminal_Master_Tool_Inventory (2).md; US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; Terminal_Research_Prompts_May2026.md,Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 272 || Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md@line 329 || Free & Low-Cost CRE Market Intelligence Data Sources.md@line 124: B8. Zillow Research Data (ZHVI and ZORI) || Terminal_Master_Tool_Intelligence_Inventory.md@line 240 || Terminal_Master_Tool_Inventory (2).md@line 1537: 4\. Zillow API || US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 61 || US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md@line 62 || Terminal_Research_Prompts_May2026.md@SEARCH 2 line 291,REVIEW,Free & Freemium US Commercial Real Estate Cap Rate Data  The Definitive Source Directory.md; Free & Low-Cost CRE Market Intelligence Data Sources.md; Terminal_Master_Tool_Intelligence_Inventory.md; Terminal_Master_Tool_Inventory (2).md; US CRE Intelligence Terminal  Demand-Signal Data Source Directory.md; Terminal_Research_Prompts_May2026.md,8
